id,content,label,cleaned_length
534,شيء فعلي قطع قلبي أحرق داخل انا الحمدلل ربنا أنعم عليا بحب جل بيت وقت الذي اضطر إلى خروج هو مول خصيص انصدم فعلي وضع إشكال بعض بنت عنى شكل ممكن شاف هو فلم أمريكي قصة بوية هو باب بعيد هو متبرجات كاشفة عنى أدرى إيش سبب هل يعرفوا حرمة الذي ساوه أو فطل على هو عهد أم أردت حل على هو غضب هو أم هو أمنى مكر اللٰه عذاب نفسي احد قال لي سبب,anger,329
535,عطونا زيادة سرق هو غضب واسع سويداء بعد رفع سعر محتج حكومة فاسد وداعشية,anger,70
536,منطق الكتاني زلزال مغرب غضب الله دولة آخر شدة وكرب,anger,50
537,تصريح ترامب شأن غزة أثار غضب شارع مصري,anger,38
538,كوليس غضب أنشيلوتي مدرب ريال مدريد ديربي الليغا,anger,47
539,سبب غريب وراء غضب مشجع رمنغ هام خسارة أمام نيوكاسل,anger,50
540,إضراب عام حكومة واجه غضب نقابة,anger,30
541,غضب داخلي كانى ابنة كبير أهلك غالب شافو كزول شخص زهجان طوالي ماعن خلق هو صبر تحمل حد غريب إنسان تاني عنى زي صاحب إنسان بتعرف هو هو عكس تمامو عنى زولة متعاطف صبور اهتم إنسان دا معنة مثل قدام هو عكس صاحب شوف شخصية حقيقي أن مرتاح معاهم كفاية درجة قدر قال ألف قلب لعب دور الذي تربى على بيت كان شخص مختلف تمام مو معناه ماعاوزين نكون تعامل عندنا صبر بيت لٰنوو دا جزء شخصية هو نقضي حياة هو هو حاول هو أسمع عامل جدية نهاية اكشتف طريقة وحيد عشان إنسان أنتب هوا لينا أعطى هو نوع اهتمام هو نرفع صوتنا نعمل شوية شوشرة هل دي لٰكن أحسن طريقة عشان هو هو كان ناضج صاحب إنسان تاني لأن إنسان تاني أغلب هو فهم سمع ليك أخال إنسان تاني فعل مستعد هو فهم وجهة هو سمعوك شيء عجيب مش قناعة هو هو غالب أسوأ نسخة نفس هو,anger,691
542,ازاي انظف موبايلي تحسب ظابط مخبر كمين أي حتة لو بقي قلق أصل الي طلب موبال بص فتح قلب عشان تحرى إذا نفع سمى هو كدا أو أي عشان لو حاجة متبع هو أي منصة بحث هو أشوف لو عامل هو فولو اعمل آخر,anxiety,185
543,نف هو كمي بس اللٰه احس فيني قلق درى اخاف إنسان طويل وجي بال هو لو هاوش مدى هو دعس أو قدر على واحط مقارن كاني مرهقة مفلوت هوشات شارع مخي دايم فكر ضعية دفاع هو شكل ترامتايزد بس ماعرف وش سبب زوج مستقبلي مابيه طويل ماقدر على ابي لو صار شي مدى افقع وجه أداف نفسي مدري ماحس إمان صداقة هو حول طولى,anxiety,290
544,انا قلق جد أميركا محدش قدر وثق كيان شيطاني,anxiety,42
545,قلق نادي انا صارلي سن اروح نادي اتمرن بس شيء ضايقن احس إنسان تشاهد أو حكم على اختصار قلق هو راح إذا تمرن احد دي اتخل أن أثر على جودة تمرين هل مرى شيء مشاب,anxiety,154
546,احساس مكروا سئ خصوص حيد محدش معاك محدش جمبك مهرب وحيد السوشيال ميديا خرج هنا أي حاجه قول هنا الذي نفسي ضحك عشان حقيق حياتي عبر خائف قلق جالي مرض كتير جد تعب اوي,anxiety,160
547,كيف عالجت مشكلة نفسي قلق اكتئاب الذي تعب تفكير قلق احتاج حلولكم,sadness,63
548,تم قلق توتر كثير متوتر جامع صدق عنى موضوع بلش يخوفني شوي لأن بحس مكان حيك غريب على شب هيك بكر المبهم صراح دخل تخصص الي بدي اياه فحاسة غراب وحاسة اني مش ماخذ جامع هو جدي واني قرفان هو قبل أفوة هو عنى مش عارف كيف أشرح موضوع بس مش عارف شو اخذ معي أول يوم بعدين شو ممكن احتاج كان قاعد حاول هو حالي هاي شيء بدي اشترى لبس بس مش قادر اشيل توتر حاسة حالي كاش هو,anxiety,353
549,سؤال عاملي قلق كتير حابة كان حد معروف شو اهتمام شغلة الذي بحب هو بس نفس وقت انا مش حد بحب صار نزل عمل شي عالسوشال ميديا جزء حالي حابب كسر هاد حاجز جزء تاني مرتاح بالوضع,anxiety,168
550,ارجوكم مساعد عشان نفسى مر عاش غير قلق خائف حية واقفة مش عارف أعمل هو محتاج نصيحة أو طريق بدأ هو شاب عندي سنة مصر عايش حالي أسوأ فترة حية قالي سنة درس كلية صيدلة سبب مشكلة كتير هو إهمال اكتئاب خوف أهلي ضيع سنة وعد مادة كتير أسف كان كذب أهلي قول هو ماشي كويس دلوقتي هو فاكرين هو اهتخج كمان شهر حقيقة هو فاضلي سنة كمان أهلي شديد جد هو متأكد نسبة كبير هو أول يعرفوا هيطر بيت مش معاي فلوس عندي مهارات اشتغل بي هو عمرى اشتغل قبل هو حاسس هو ضيع سنة عمري دلوقتي خايف ألاق نفسي شارع هو مش بدور شفقة هو عارف هو غلط بس نفسي بدأ جديد لو فرصة أهاجر أو اشتغل شغل أو تعلم حاجة ساعد أقف رجل هو مستعد أعمل حاجة مش عارف بدأ منين إي خيار الذي قدامي كتاب هنا أمكن حد كان مر تجربة مشابه أو عرف ساعدن رجيج غير حكم أو تقطيم هو فعل وصل حضيض محتاج بس دفعة أو طريق بدأ شكر حد هيرد أو قر كلامي,sadness,766
551,احس اني نسيت البيسك وضع مسبب لي قلق انا حمد اللٰه خلص البيسك بعد عذاب إلى أول ثلاثة سنة صارلي حول شهر ارحين سنة رابع نقلة البيسك الكلينكل شي مرا حلو شي مرا اخف تقريب احس هو نسيت طب كامل ادري هل كذا طبيعي انساه زم فترة راجع كيف طبيعي انساه مو مهم لأن أخير اختص شي واحد مو شي زي البيسك عندنا شي إلى ختص وحيد إلى فعل زم أعرف إلى زاد قلق عندنا كم بروفيسو جامعة قال طبيعي ونس مو مشكلة لابد هو فترة راجع مدري اللٰه,anxiety,408
552,هل ممكن عاش حيهة دون قلق أخى دائم أفكر اقول ليش أدخل جامع ذاكر أول أول اتخج توظف وبس بس أخى أحس نفسي دائم شايل هو كيف أقلل شعور قدر مستطاع,anxiety,138
553,ياشباب انا قلق أقلية أمريكا لو راح رئيسي ريديت حتل مليان فيديوه اعتقال عشوائي شارع مالي متخيل شو حيصير خلال أربعة سنة,anxiety,117
554,دي مكتبة اللي عامل على هو قلق حدان بلد بيت عمد أكبر هو مرة,anxiety,58
555,تقرة كتاب كامل وضل دايخ لو تقرة مرشح وضل قلق,anxiety,44
556,ضاع عمري واني عدني ١٨ مليون قلق فكر جودي محتاج دعم نفسي أهل هو عمري ١٨ عراق بس عايش كندا راح اتخج سادس شالش بس صراحة أحس روحي ضايع داخل قدم جامعة لحد آن دماغي ملي فكر جودي خافن حياة اللٰه شنو معنى هو أصل تربى مسيحية كان أمن اللٰه لحد آن أصلي أحس براحة شوي بس خوف رجع مرة قبل هو سنة ابن عمي انصاب مرض كرون آن مرض صار مزمن هٰذا شي غير بدا شك وجود الله حجي أخرة هو مو حقيقي كال الله موجود قاسي بداية اهتمى بس كلمة بدا دخل براسي شوي شوي يا ريت شفى فيديو تيك توك شي اسم سوليبسزم الذي فكرة هو وحيد الذي موجود كلشي باقي هو كلام رعبني رعب شفى مثل راه بدى أعاني قلق مستمر نوبات هلع شعور غريب أشبه ضبابية عقل أو عالم مو حقيقي اعتقد سمى ديرياليزيشن قبل كان إنسان قوي عندي أمل هسه أحس دماغي حاول حل لغز إل جواب كلشي بدا احترق جواتي كتب هنا شاف أكو أحد أهلي أو عراقي مر بهيج شي هو نصيحة دعم أو كلمة طيب كان ممنون منكم اللٰه تعب أراد أحس هو دا أجن شكر قلب,anxiety,841
557,ترامب إنسان هو عامل تكلم على مات شكل قلق,anxiety,40
558,دواء اكتئاب قلق سلام على هو رحم اللٰه منكم جرب دواء اكتئاب قلق لي حد شهر الباروكستين ٢٠ ملغم علاج قلق اعطاني حسن نتيجة ٥٠ المية فقط وضل شيء ممتاز معناه فقط الاعراض جانبي أكبر عرض غثيان ضعف شهوة طبيعي أمر,sadness,203
559,ياخي توب ثلاثة شيء أكر هو تسبب لي قلق قومة صبح دوام الواتس البلاك رد رعب فيني خائف شديد فتح الواتس اني مب مطفي إشعار قاعد اقرا بس مب أهم بس اخاف شي لازم أسلم أنا عجزان ذابحني نوم أفف أكر جامعة بط هو عارن سبب هو,anxiety,210
